Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
2803,-19.097126,20.323019,77.461159,-0.02490234,-0.02978516,0.9814453,15.99951,15.99951,15.11768
2805,-20.418793,49.227295,89.528549,0.006347656,-0.01416016,1.004883,15.99951,15.99951,15.11768
2807,-2.968961,39.650002,62.482273,0.002441406,0.01269531,0.9931641,15.99951,15.99951,15.11475
2809,-7.853382,31.126207,64.79998,-0.01708984,0.01269531,1.01709,15.99951,15.99951,15.11475
2811,-6.225242,28.329638,80.698288,-0.000976563,0.004882813,0.9853516,15.99951,15.99951,15.11475
2813,-9.021811,32.907585,71.159302,-0.01708984,0.008789063,0.9697266,15.99951,15.99951,15.1123
2815,-3.7543,28.559494,55.816475,-0.02099609,0.01660156,0.9931641,15.99951,15.99951,15.1123
2819,-11.224589,34.650654,79.836327,-0.02099609,0.000976563,0.9736328,15.99951,15.99951,15.1123
2822,-23.694227,33.348141,80.142799,-0.008789063,-0.002441406,1.028809,15.99951,15.99951,15.1123
2824,-2.049541,44.208794,67.500771,-0.008789063,0.008789063,0.9970703,15.99951,15.99951,15.09619
2826,-5.918768,27.582609,66.504738,-0.02490234,0.01269531,1.01709,15.99951,15.99951,15.09619
2828,-16.338865,24.096474,64.282806,0.01025391,0.004882813,0.9736328,15.99951,15.99951,15.09619
2830,-15.496063,27.812464,83.24585,-0.01708984,0.02441406,1.004883,15.99951,15.99951,15.09619
2832,-5.708068,48.537731,69.856789,-0.008789063,0.02441406,1.024902,15.99951,15.99951,15.09619
2834,-11.454445,19.307827,66.868675,0.002441406,0.01660156,1.040527,15.99951,15.99951,15.09619
2836,-9.615604,20.859348,78.131569,-0.004882813,0.03613281,1.008789,15.99951,15.99951,15.11475
2838,4.520483,43.576691,65.47039,0.02197266,0.004882813,0.9736328,15.99951,15.99951,15.11475
2840,0.517174,26.069397,62.769588,0.01806641,0.02832031,0.9892578,15.99951,15.99951,15.11475
2842,-2.873188,26.280096,75.181763,0.002441406,0.03222656,0.9931641,15.99951,15.99951,15.11475
2844,-10.05616,19.978237,79.912949,-0.01708984,0.000976563,1.028809,15.99951,15.99951,15.10449
2846,-3.275435,33.424759,83.897102,-0.02099609,0.008789063,1.028809,15.99951,15.99951,15.10449
2848,-6.627488,31.585918,65.412926,0.01806641,0.01660156,1.000977,15.99951,15.99951,15.10449
2850,-2.719952,18.369251,75.181763,0.01806641,0.01660156,0.9931641,15.99951,15.99951,15.11768
2852,-17.98616,26.778116,73.745171,0.006347656,0.02832031,0.9814453,15.99951,15.99951,15.11768
2855,-11.147971,22.449179,76.005409,0.006347656,0.01660156,1.004883,15.99951,15.99951,15.11768
2857,-7.144662,24.843502,73.745171,-0.01318359,0.000976563,0.9892578,15.99951,15.99951,15.11768
2859,-1.245048,33.003357,75.794708,0.006347656,-0.002441406,0.9892578,15.99951,15.99951,15.11475
2861,-1.245048,24.039009,68.93737,-0.03271484,0.01269531,1.020996,15.99951,15.99951,15.11475
2863,0.172391,23.08128,72.021255,0.01025391,0.01269531,1.013184,15.99951,15.99951,15.11475
2865,-1.053502,18.65657,75.411621,-0.01318359,-0.006347656,0.9814453,15.99951,15.99951,15.10693
2867,5.248358,20.016546,74.664589,0.006347656,0.04443359,1.004883,15.99951,15.99951,15.10693
2869,-1.819686,21.050894,72.615051,0.002441406,-0.006347656,1.008789,15.99951,15.99951,15.10693
2871,-7.604372,24.345484,75.009377,-0.000976563,0.000976563,1.008789,15.99951,15.99951,15.1123
2873,-11.703454,21.644686,69.95256,-0.004882813,0.01269531,1.008789,15.99951,15.99951,15.1123
2875,-13.178358,17.334904,73.151375,-0.01318359,0.02050781,0.9775391,15.99951,15.99951,15.1123
2877,-12.029082,17.334904,71.657318,-0.02099609,0.01660156,1.020996,15.99951,15.99951,15.1123
2879,-23.943237,17.98616,84.184418,0.02197266,-0.01416016,1.013184,15.99951,15.99951,15.1123
2881,-4.865266,38.807198,61.141449,-0.02099609,-0.002441406,1.020996,15.99951,15.99951,15.1123
2883,-12.163164,12.986812,72.097878,0.01025391,-0.01416016,1.008789,15.99951,15.99951,15.1123
2885,-2.930652,1.513213,74.894447,0.01806641,0.004882813,1.020996,15.99951,15.99951,15.11475
2888,-14.346787,25.95447,77.959183,-0.004882813,0.01660156,1.004883,15.99951,15.99951,15.11475
2890,-10.822343,28.731884,66.1408,0.002441406,0.004882813,0.9931641,15.99951,15.99951,15.11475
2892,-12.584565,21.127512,66.351501,-0.02490234,-0.002441406,1.020996,15.99951,15.99951,15.11475
2894,-16.31971,18.445869,74.741211,0.01025391,0.008789063,1.008789,15.99951,15.99951,15.11475
2896,-19.805845,32.045628,88.609131,-0.01708984,0.01660156,0.9853516,15.99951,15.99951,15.11475
2898,-2.08785,39.764927,63.80394,0.002441406,0.000976563,1.000977,15.99951,15.99951,15.11475
2900,-10.72657,21.797922,67.730629,-0.01318359,-0.01416016,1.004883,15.99951,15.99951,15.11475
2902,-8.811111,30.877199,76.484276,-0.01318359,0.01660156,1.000977,15.99951,15.99951,15.11475
2904,-14.385097,33.099133,76.484276,-0.01318359,0.04052734,1.004883,15.99951,15.99951,15.11475
2906,-6.79988,14.653261,63.171837,-0.008789063,0.02441406,0.9970703,15.99951,15.99951,15.10449
2908,-14.538334,24.364637,79.66394,-0.01318359,0.02832031,0.9931641,15.99951,15.99951,15.10449
2910,-13.503985,34.669807,96.0028,0.01025391,0.02441406,0.9931641,15.99951,15.99951,15.10449
2912,-6.167778,11.358671,56.218719,-0.008789063,0.02832031,1.004883,15.99951,15.99951,15.10449
2914,-7.68099,2.068696,70.354805,-0.008789063,0.01269531,0.9775391,15.99951,15.99951,15.11475
2916,-12.622874,26.260942,76.484276,-0.004882813,-0.002441406,0.9931641,15.99951,15.99951,15.11475
2918,-12.412174,38.079323,72.576736,-0.008789063,0.004882813,1.020996,15.99951,15.99951,15.11475
2921,-3.083889,8.60041,59.762321,0.01025391,0.02832031,1.032715,15.99951,15.99951,15.10693
2923,-13.906232,20.323019,78.303963,-0.000976563,0.01660156,1.024902,15.99951,15.99951,15.10693
2925,-6.474251,36.815121,77.537781,0.006347656,0.01660156,0.9814453,15.99951,15.99951,15.10693
2927,-6.933961,24.058165,56.352802,-0.01318359,-0.002441406,1.000977,15.99951,15.99951,15.12256
2929,-7.508599,26.37587,77.135536,-0.004882813,0.02832031,1.004883,15.99951,15.99951,15.12256
2931,-12.546256,18.330942,78.859444,-0.008789063,0.01269531,0.9931641,15.99951,15.99951,15.12256
2933,-7.240435,25.743769,60.777512,-0.004882813,0.02050781,0.9892578,15.99951,15.99951,15.12256
2935,-8.293938,23.215363,68.860748,-0.01318359,-0.002441406,0.9892578,15.99951,15.99951,15.11475
2937,-20.016546,23.272827,78.629593,-0.04443359,0.000976563,0.9970703,15.99951,15.99951,15.11475
2939,-6.97227,38.481571,72.595894,-0.008789063,0.03613281,1.004883,15.99951,15.99951,15.11475
2941,-5.612295,19.001352,55.337608,-0.02490234,-0.002441406,0.9931641,15.99951,15.99951,15.10693
2943,-9.117584,22.602415,71.235916,-0.004882813,0.01660156,1.028809,15.99951,15.99951,15.10693
2945,-15.227899,16.913502,79.587318,0.02197266,-0.01416016,1.008789,15.99951,15.99951,15.10693
2947,-7.776763,45.836933,76.158646,-0.02880859,-0.01416016,1.020996,15.99951,15.99951,15.10693
2949,-5.708068,11.550218,65.910942,-0.008789063,0.000976563,0.9970703,15.99951,15.99951,15.10693
2952,-7.872536,22.506643,76.848213,-0.02490234,0.03222656,1.024902,15.99951,15.99951,15.10693
2955,-8.485483,43.289371,72.576736,0.002441406,0.01269531,1.020996,15.99951,15.99951,15.10693
2957,-6.819034,17.545605,58.210796,-0.000976563,0.008789063,1.028809,15.99951,15.99951,15.12012
2959,-8.63872,20.878502,70.316498,-0.004882813,0.01269531,0.9814453,15.99951,15.99951,15.12012
2961,-18.120241,21.280748,79.185074,-0.008789063,0.01660156,0.9931641,15.99951,15.99951,15.12012
2963,-6.397633,47.580002,70.316498,-0.01708984,0.02832031,1.004883,15.99951,15.99951,15.11475
2965,-11.224589,20.591185,71.963791,-0.02099609,0.008789063,0.9775391,15.99951,15.99951,15.11475
2967,-17.73715,20.859348,71.465775,-0.000976563,0.02441406,1.004883,15.99951,15.99951,15.11475
2969,-19.901619,14.23186,80.832367,0.01806641,-0.002441406,0.9853516,15.99951,15.99951,15.11475
2971,-6.627488,39.956474,70.7379,-0.01708984,0.02050781,1.000977,15.99951,15.99951,15.12012
2973,-17.641376,31.317755,58.536427,-0.02099609,0.000976563,0.9892578,15.99951,15.99951,15.12012
2975,-11.128817,26.011932,76.235268,-0.02099609,0.008789063,0.9697266,15.99951,15.99951,15.12012
2977,-15.40029,34.746426,86.923531,-0.008789063,0.02050781,1.013184,15.99951,15.99951,15.1123
2979,-15.036353,21.568068,65.48954,-0.01318359,0.02050781,1.020996,15.99951,15.99951,15.1123
2981,-11.243744,19.346136,73.515312,0.02197266,0.02441406,1.020996,15.99951,15.99951,15.1123
2983,-19.1929,19.575991,74.836983,-0.01318359,0.01269531,0.9931641,15.99951,15.99951,15.1123
2985,-22.257633,9.09843,83.054298,-0.004882813,-0.01806641,1.036621,15.99951,15.99951,15.10938
2988,-10.05616,38.558189,74.20488,-0.004882813,0.02441406,0.9853516,15.99951,15.99951,15.10938
2990,-11.760918,27.027126,62.769588,-0.008789063,0.008789063,0.9736328,15.99951,15.99951,15.10938
2992,-13.044275,29.114977,71.810555,-0.02490234,-0.002441406,1.020996,15.99951,15.99951,15.10938
2994,-4.386401,25.054203,80.832367,0.006347656,-0.002441406,0.9892578,15.99951,15.99951,15.10938
2996,-7.048889,37.064133,68.994835,-0.01708984,0.01660156,1.036621,15.99951,15.99951,15.10938
2998,-12.39302,17.507296,62.52058,-0.000976563,0.000976563,1.008789,15.99951,15.99951,15.10449
3000,-14.595798,17.794613,72.193649,-0.03271484,-0.01806641,1.008789,15.99951,15.99951,15.10449
3002,-17.411522,24.307175,82.556282,-0.01708984,0.02050781,0.9892578,15.99951,15.99951,15.10449
3004,-4.482174,37.466377,72.480965,-0.000976563,0.01269531,1.01709,15.99951,15.99951,15.10449
3006,-3.275435,25.533068,59.915558,0.01025391,-0.01416016,0.9697266,15.99951,15.99951,15.11475
3008,-10.26686,25.092512,75.22007,-0.008789063,0.02050781,0.9814453,15.99951,15.99951,15.11475
3010,-21.050894,37.408913,80.161957,-0.01318359,0.004882813,0.9892578,15.99951,15.99951,15.11475
3012,-6.608334,41.527149,71.542389,-0.004882813,0.01660156,0.9970703,15.99951,15.99951,15.10938
3014,1.474903,27.927391,73.477005,-0.004882813,0.004882813,1.000977,15.99951,15.99951,15.10938
3016,-8.102391,8.102391,75.718094,-0.02490234,0.02050781,1.000977,15.99951,15.99951,15.10938
3018,-16.396328,29.574686,82.13488,0.002441406,-0.006347656,0.9970703,15.99951,15.99951,15.1123
3021,-8.523792,43.653309,67.94133,-0.01708984,0.008789063,1.013184,15.99951,15.99951,15.1123
3023,-8.830266,25.877851,60.18372,-0.02490234,0.004882813,1.024902,15.99951,15.99951,15.1123
3025,-13.98285,27.218672,75.603165,0.01025391,-0.002441406,0.9736328,15.99951,15.99951,15.1123
3027,-9.366594,32.026474,85.984955,0.006347656,0.03222656,1.004883,15.99951,15.99951,15.11475
3029,-35.895702,27.831619,78.227341,0.006347656,0.008789063,1.000977,15.99951,15.99951,15.11475
3031,-14.998044,29.325676,74.894447,0.01806641,0.01660156,0.9814453,15.99951,15.99951,15.11475
3033,-15.227899,24.039009,72.231956,0.002441406,0.01269531,1.008789,15.99951,15.99951,15.11768
3035,-13.791305,16.396328,62.137489,-0.008789063,0.01660156,0.9931641,15.99951,15.99951,15.11768
3037,-17.296595,21.874542,87.210846,-0.01318359,0.03222656,1.008789,15.99951,15.99951,15.11768
3039,-14.136087,33.63546,75.852173,-0.008789063,0.008789063,0.9814453,15.99951,15.99951,15.11768
3041,-5.286667,26.37587,65.010674,-0.01708984,0.008789063,0.9970703,15.99951,15.99951,15.11475
3043,-11.607681,26.969662,72.4235,-0.008789063,0.004882813,0.9970703,15.99951,15.99951,15.11475
3045,-3.141353,19.86331,76.733284,-0.03271484,-0.002441406,1.008789,15.99951,15.99951,15.11475
3047,-18.235168,7.700145,81.368698,-0.02880859,-0.002441406,0.9775391,15.99951,15.99951,15.10693
3049,-17.296595,24.728575,60.796669,-0.02099609,0.02050781,0.9931641,15.99951,15.99951,15.10693
3051,-16.721956,14.365942,64.665894,-0.01708984,0.01269531,0.9853516,15.99951,15.99951,15.10693
3054,-17.354057,4.635411,77.691017,-0.000976563,0.02050781,0.9892578,15.99951,15.99951,15.10449
3056,-22.525797,1.781377,83.437393,0.01025391,0.01660156,0.9853516,15.99951,15.99951,15.10449
3058,-24.786039,10.669106,67.692322,-0.01318359,0.004882813,0.9892578,15.99951,15.99951,15.10449
3060,-21.050894,6.97227,75.603165,0.002441406,0.02050781,1.013184,15.99951,15.99951,15.10449
3062,-15.783381,-2.949807,69.569473,0.006347656,0.000976563,0.9892578,15.99951,15.99951,15.12012
3064,25.552223,-18.579952,67.998795,0.01416016,0.000976563,1.000977,15.99951,15.99951,15.12012
3066,-21.721304,7.93,73.783478,0.006347656,0.01660156,0.9931641,15.99951,15.99951,15.12012
3068,-17.832924,12.967657,74.990219,-0.01708984,0.008789063,1.01709,15.99951,15.99951,15.10938
3070,-17.564758,15.304517,74.932755,-0.01708984,0.01660156,1.004883,15.99951,15.99951,15.10938
3072,-17.813768,11.262898,76.005409,-0.000976563,0.02050781,0.9970703,15.99951,15.99951,15.10938
3074,-17.124203,6.704106,76.082031,0.006347656,0.01660156,0.9970703,15.99951,15.99951,15.10938
3076,2.949807,23.694227,44.53442,-0.008789063,0.01269531,0.9814453,15.99951,15.99951,15.12012
3078,-35.321064,87.038452,51.219372,-0.02099609,0.000976563,1.008789,15.99951,15.99951,15.12012
3080,15.208744,48.99744,66.332344,-0.01708984,0.008789063,1.004883,15.99951,15.99951,15.12012
3082,-7.336208,32.045628,79.434082,-0.03271484,0.000976563,1.004883,15.99951,15.99951,15.10693
3086,-71.772247,48.461113,128.623062,-0.01318359,0.01269531,1.024902,15.99951,15.99951,15.10693
3089,-29.976933,50.989517,66.332344,0.002441406,-0.01806641,1.000977,15.99951,15.99951,15.10693
3091,-22.41087,45.587925,78.399734,-0.01708984,0.004882813,0.9970703,15.99951,15.99951,15.10449
3093,-5.631449,42.044323,74.856133,-0.000976563,0.02050781,0.9970703,15.99951,15.99951,15.10449
3095,-9.960386,27.180363,75.718094,0.01416016,-0.002441406,1.008789,15.99951,15.99951,15.10449
3097,24.556185,-13.963696,78.99353,-0.01708984,-0.002441406,1.013184,15.99951,15.99951,15.10449
3099,-11.626836,31.068745,77.940025,0.02587891,0.01269531,0.9658203,15.99951,15.99951,15.1123
3101,-1.934614,24.058165,56.984905,-0.01318359,0.008789063,0.9736328,15.99951,15.99951,15.1123
3103,-36.987511,-3.984155,75.909637,-0.02880859,-0.01025391,1.004883,15.99951,15.99951,15.1123
3105,41.163212,15.917464,80.717438,-0.008789063,0.01660156,0.9814453,15.99951,15.99951,15.1123
3107,-0.747029,28.291328,89.356163,-0.004882813,0.008789063,1.008789,15.99951,15.99951,15.1123
3109,17.162512,10.707416,121.650795,-0.004882813,0.008789063,1.000977,15.99951,15.99951,15.1123
3111,-13.446522,-16.396328,60.18372,-0.01708984,0.02050781,1.020996,15.99951,15.99951,15.1123
3113,-36.125557,-35.838238,-1.781377,0.02978516,0.000976563,0.9892578,15.99951,15.99951,15.1123
3115,-3.50529,-0.306473,49.054905,-0.01708984,0.01269531,0.9814453,15.99951,15.99951,15.1123
3117,34.746426,34.80389,97.688408,-0.01318359,0.01269531,1.020996,15.99951,15.99951,15.1123
3119,14.116933,-5.84215,131.496262,-0.01318359,0.01660156,1.004883,15.99951,15.99951,15.10449
3122,10.075315,22.046932,85.659325,-0.02880859,0.01660156,1.004883,15.99951,15.99951,15.10449
3124,-4.769493,-40.646038,-8.906884,-0.000976563,0.01269531,1.004883,15.99951,15.99951,15.10449
3126,10.956426,-36.278793,86.655365,-0.02099609,0.01660156,1.004883,15.99951,15.99951,15.1123
3128,37.179058,4.348092,131.094009,-0.02099609,0.01660156,1.004883,15.99951,15.99951,15.1123
3130,22.257633,9.902923,141.150177,-0.004882813,0.01660156,0.9970703,15.99951,15.99951,15.1123
3132,-4.577947,-8.351401,33.999397,-0.004882813,0.004882813,1.000977,15.99951,15.99951,15.1123
3134,-3.313744,1.934614,6.742415,0.01025391,0.01660156,1.013184,15.99951,15.99951,15.10693
3136,-37.638767,-4.88442,71.06353,0.01025391,0.01269531,1.020996,15.99951,15.99951,15.10693
3138,27.79331,7.374517,93.20623,0.01025391,0.000976563,0.9575195,15.99951,15.99951,15.10693
3140,6.704106,-33.865314,79.376617,-0.008789063,0.04443359,0.9970703,15.99951,15.99951,15.12256
3142,-8.811111,24.422102,64.47435,-0.004882813,-0.002441406,1.01709,15.99951,15.99951,15.12256
3144,2.011232,27.180363,78.744514,-0.02880859,0.000976563,0.9931641,15.99951,15.99951,15.12256
3146,24.99674,52.138794,83.188385,-0.000976563,0.01269531,1.000977,15.99951,15.99951,15.09912
3148,-15.974928,22.449179,69.72271,-0.01708984,0.008789063,0.9853516,15.99951,15.99951,15.09912
3150,12.527102,-10.439251,106.173889,-0.02099609,-0.006347656,1.044434,15.99951,15.99951,15.09912
3152,28.923429,-134.254517,113.414322,-0.01318359,0.01269531,0.9814453,15.99951,15.99951,15.09912
3155,65.930099,12.546256,84.797371,-0.01708984,0.000976563,0.9970703,15.99951,15.99951,15.1123
3157,20.131474,11.588527,50.146717,-0.01318359,0.008789063,0.9892578,15.99951,15.99951,15.1123
3159,5.38244,-8.926039,42.982899,-0.008789063,0.02441406,0.9736328,15.99951,15.99951,15.1123
3161,26.893044,-0.383092,82.632896,-0.004882813,-0.002441406,0.9775391,15.99951,15.99951,15.11768
3163,62.424809,14.461715,156.914398,0.01025391,0.000976563,0.9931641,15.99951,15.99951,15.11768
3165,24.192247,23.82831,85.755096,-0.04443359,0.004882813,0.9853516,15.99951,15.99951,15.11768
3167,-7.240435,0.593792,-0.440556,-0.01708984,0.01660156,1.01709,15.99951,15.99951,15.11768
3169,16.856039,1.915459,53.575386,-0.02880859,0.000976563,1.008789,15.99951,15.99951,15.1123
3171,17.315748,9.09843,98.703598,-0.02490234,0.01269531,0.9970703,15.99951,15.99951,15.1123
3173,43.136135,-12.086546,115.732033,-0.02099609,0.02441406,0.9931641,15.99951,15.99951,15.1123
3175,26.433334,23.713383,97.362778,-0.02490234,0.01269531,0.9892578,15.99951,15.99951,15.1123
3177,-19.537682,-48.192947,57.904324,-0.000976563,0.02441406,1.004883,15.99951,15.99951,15.1123
3179,-14.251015,-14.749034,-11.550218,0.002441406,0.02441406,0.9775391,15.99951,15.99951,15.1123
3181,6.627488,-13.197513,50.683044,0.01806641,0.01660156,1.004883,15.99951,15.99951,15.11768
3183,8.60041,-4.386401,137.031937,-0.02099609,0.004882813,1.004883,15.99951,15.99951,15.11768
3185,11.895,0.574638,156.914398,0.01806641,-0.006347656,1.000977,15.99951,15.99951,15.11768
3188,12.1057,-4.137392,38.021862,-0.04052734,0.02832031,1.040527,15.99951,15.99951,15.11768
3190,-30.972971,-10.496716,4.558792,-0.01708984,0.004882813,1.008789,15.99951,15.99951,15.1123
3192,30.628189,34.382488,103.032539,-0.000976563,0.02441406,0.9775391,15.99951,15.99951,15.1123
3194,11.837537,-6.819034,143.965897,0.01025391,0.02832031,0.9892578,15.99951,15.99951,15.1123
3196,5.784686,-5.727222,143.927582,0.006347656,0.01269531,0.9892578,15.99951,15.99951,15.12012
3198,-14.480869,-16.377174,10.994735,-0.008789063,0.04443359,1.004883,15.99951,15.99951,15.12012
3200,14.385097,-11.013889,-31.796619,-0.02490234,-0.002441406,1.008789,15.99951,15.99951,15.12012
3202,-18.69488,-38.826355,43.002052,-0.008789063,0.01269531,1.008789,15.99951,15.99951,15.12012
3204,11.971619,-14.825652,132.588074,-0.008789063,0.01269531,0.9814453,15.99951,15.99951,15.11768
3206,27.065435,-15.591836,156.914398,0.01416016,0.008789063,0.9892578,15.99951,15.99951,15.11768
3208,3.811763,-15.840846,43.423454,0.01025391,0.02050781,0.9658203,15.99951,15.99951,15.11768
3210,18.522488,-19.326981,16.990122,-0.01318359,0.02050781,1.024902,15.99951,15.99951,15.09912
3212,-32.29464,1.015193,64.570122,-0.02880859,-0.02197266,0.9892578,15.99951,15.99951,15.09912
3214,-20.303865,1.494058,84.126961,-0.004882813,-0.01025391,1.01709,15.99951,15.99951,15.09912
3216,-17.334904,3.945845,99.699638,0.02197266,0.008789063,0.9697266,15.99951,15.99951,15.12012
3219,14.021159,25.628841,141.36087,-0.02880859,-0.006347656,0.9970703,15.99951,15.99951,15.12012
3222,20.916811,6.30186,73.553627,0.01416016,0.02050781,1.000977,15.99951,15.99951,15.12012
3224,6.646643,-6.780725,-4.233164,-0.004882813,0.01660156,0.9814453,15.99951,15.99951,15.12012
3226,-28.961739,5.210048,44.630196,-0.01318359,0.01660156,1.000977,15.99951,15.99951,15.09912
3228,10.075315,30.858044,109.909035,0.006347656,0.008789063,1.01709,15.99951,15.99951,15.09912
3230,31.5093,31.949856,111.364784,-0.01318359,-0.002441406,0.9931641,15.99951,15.99951,15.09912
3232,-0.976884,7.834227,129.485031,-0.004882813,0.000976563,1.000977,15.99951,15.99951,15.11768
3234,-25.360676,-11.43529,40.358719,0.002441406,0.01660156,1.032715,15.99951,15.99951,15.11768
3236,-7.087198,6.378479,-32.46703,-0.03271484,-0.006347656,1.020996,15.99951,15.99951,15.11768
3238,-1.819686,2.221932,49.188988,-0.008789063,0.03222656,1.028809,15.99951,15.99951,15.11768
3240,12.795266,-24.805193,116.996231,0.02197266,-0.002441406,1.000977,15.99951,15.99951,15.11768
3242,44.227947,-27.199518,144.368149,0.04199219,0.01660156,0.9970703,15.99951,15.99951,15.11768
3244,3.888382,-0.363937,82.077415,-0.008789063,0.02050781,1.004883,15.99951,15.99951,15.11768
3246,5.765532,-22.257633,39.764927,-0.000976563,0.004882813,0.9931641,15.99951,15.99951,15.10938
3248,38.44326,17.947851,102.381279,-0.01318359,0.004882813,1.028809,15.99951,15.99951,15.10938
3250,-19.882463,67.979637,79.146767,-0.000976563,0.03222656,0.9853516,15.99951,15.99951,15.10938
3252,-20.821039,39.496765,70.450584,0.01025391,0.000976563,0.9775391,15.99951,15.99951,15.10693
3255,-7.891691,7.93,85.046379,0.01416016,0.004882813,0.9892578,15.99951,15.99951,15.10693
3257,47.33099,-41.56546,79.491547,0.01806641,0.01269531,1.000977,15.99951,15.99951,15.10693
3259,-22.16186,-12.431329,156.914398,-0.02099609,0.03613281,1.024902,15.99951,15.99951,15.10693
3261,-12.469638,2.79657,48.250412,-0.004882813,0.01660156,1.024902,15.99951,15.99951,15.10938
3263,-13.810459,-19.499372,23.253672,-0.000976563,-0.01806641,1.01709,15.99951,15.99951,15.10938
3265,-1.206739,-6.378479,75.009377,-0.004882813,0.000976563,0.9931641,15.99951,15.99951,15.10938
3267,3.083889,34.056862,71.75309,-0.008789063,0.03222656,0.9814453,15.99951,15.99951,15.1123
3269,3.945845,-3.179662,126.420288,0.006347656,0.008789063,1.004883,15.99951,15.99951,15.1123
3271,-14.500025,-42.197559,70.488892,-0.02490234,0.02050781,1.008789,15.99951,15.99951,15.1123
3273,-27.103745,-32.447876,44.381184,-0.01318359,0.03222656,0.9853516,15.99951,15.99951,15.09912
3275,-36.700195,1.896304,73.07476,-0.000976563,0.000976563,0.9970703,15.99951,15.99951,15.09912
3277,-24.766884,13.98285,83.91626,-0.008789063,0.02050781,1.004883,15.99951,15.99951,15.09912
3279,-1.953768,26.778116,129.523331,-0.000976563,0.03613281,1.000977,15.99951,15.99951,15.09912
3281,-17.794613,48.99744,122.455292,-0.008789063,0.008789063,1.008789,15.99951,15.99951,15.09375
3283,-10.745725,-4.137392,60.720051,-0.02099609,0.03613281,1.013184,15.99951,15.99951,15.09375
3285,-21.759613,-24.709421,62.214108,-0.01318359,0.04052734,1.008789,15.99951,15.99951,15.09375
3288,42.638115,-6.895652,26.893044,-0.02099609,0.004882813,1.020996,15.99951,15.99951,15.11475
3290,-12.086546,-74.741211,90.486282,0.01806641,0.01660156,0.9931641,15.99951,15.99951,15.11475
3292,51.908939,-33.922779,86.655365,-0.008789063,0.03613281,1.032715,15.99951,15.99951,15.11475
3294,45.319759,-1.838841,106.614449,-0.01318359,0.03613281,1.04834,15.99951,15.99951,15.11475
3296,49.188988,44.419495,95.696327,-0.02880859,0.008789063,0.9931641,15.99951,15.99951,15.11475
3298,-13.561449,-1.800531,44.18964,0.01806641,0.01269531,0.9970703,15.99951,15.99951,15.11475
3300,-0.747029,-15.89831,37.792004,-0.008789063,0.008789063,1.004883,15.99951,15.99951,15.11475
3302,-52.177101,-8.945193,72.40435,0.002441406,0.01660156,1.008789,15.99951,15.99951,15.11475
3304,-6.742415,-4.42471,71.389153,-0.03662109,0.004882813,1.004883,15.99951,15.99951,15.11475
3306,12.833575,25.437296,112.111816,-0.02880859,0.02050781,1.008789,15.99951,15.99951,15.11475
3308,10.860652,0.555483,131.841034,-0.01318359,0.004882813,0.9892578,15.99951,15.99951,15.11475
3310,1.972923,-11.262898,84.088646,-0.02099609,0.008789063,1.008789,15.99951,15.99951,15.11475
3312,-5.459058,-26.260942,55.165218,-0.01318359,0.01660156,1.008789,15.99951,15.99951,15.11475
3314,-18.809807,-4.233164,43.289371,0.006347656,0.01269531,1.01709,15.99951,15.99951,15.11475
3316,9.864614,32.237175,78.552971,-0.02490234,0.004882813,0.9970703,15.99951,15.99951,15.11768
3318,9.59645,15.208744,75.009377,-0.02099609,0.04443359,0.9775391,15.99951,15.99951,15.11768
3321,-2.854034,5.535676,130.864151,-0.01708984,-0.006347656,0.9736328,15.99951,15.99951,15.11768
3323,13.657223,5.248358,113.797417,-0.02490234,0.02832031,1.000977,15.99951,15.99951,15.10938
3325,-5.420749,-23.08128,60.68174,-0.01318359,0.004882813,0.9931641,15.99951,15.99951,15.10938
3327,-8.830266,-37.581306,42.120941,0.006347656,0.01660156,0.9931641,15.99951,15.99951,15.10938
3329,-14.595798,-10.113624,38.002705,0.01025391,0.008789063,1.020996,15.99951,15.99951,15.10938
3331,31.547609,8.332247,97.765022,-0.004882813,0.000976563,1.028809,15.99951,15.99951,15.11768
3333,-11.665145,-7.968309,50.338261,0.01025391,-0.006347656,1.008789,15.99951,15.99951,15.11768
3335,-10.611643,7.374517,111.824493,-0.000976563,0.01269531,0.9853516,15.99951,15.99951,15.11768
3337,-11.301208,-9.136739,97.841644,0.006347656,0.02441406,0.9775391,15.99951,15.99951,15.10938
3339,-15.860001,-39.784084,93.665947,-0.000976563,0.004882813,1.008789,15.99951,15.99951,15.10938
3341,4.961039,-23.981546,61.275532,-0.01318359,0.000976563,1.01709,15.99951,15.99951,15.10938
3343,-30.455797,-9.538985,26.165169,-0.03271484,0.02832031,1.013184,15.99951,15.99951,15.12256
3345,4.099082,7.776763,84.184418,0.02978516,0.02441406,1.004883,15.99951,15.99951,15.12256
3347,30.704807,24.479565,89.892487,0.01806641,0.03613281,1.004883,15.99951,15.99951,15.12256
3349,-15.725918,4.999348,77.058914,0.02197266,-0.002441406,1.008789,15.99951,15.99951,15.12256
3353,-22.104397,5.344131,96.041115,-0.02099609,0.008789063,1.032715,15.99951,15.99951,15.10449
3356,-32.677731,-31.700846,128.623062,-0.000976563,0.004882813,0.9931641,15.99951,15.99951,15.10449
