Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
11031,-47.714085,-53.939323,105.560944,0.03808594,-0.006347656,1.024902,15.80762,15.99951,15.44385
11033,-38.558189,-18.40756,93.914955,0.04589844,-0.006347656,1.008789,15.80762,15.99951,15.44385
11035,-36.029781,21.223286,85.60186,0.04199219,0.01660156,1.040527,15.8125,15.99951,15.45459
11037,4.577947,52.655968,71.178452,0.06152344,0.008789063,0.9853516,15.8125,15.99951,15.45459
11039,-32.083939,58.689663,78.189034,0.07714844,0.01269531,0.9853516,15.8125,15.99951,15.45459
11041,-24.958429,59.992176,103.990265,0.06152344,0.02050781,1.020996,15.80225,15.99951,15.44678
11043,-17.411522,104.60321,70.373962,0.04589844,0.02441406,0.9697266,15.80225,15.99951,15.44678
11045,-25.609686,106.135582,8.60041,0.06542969,-0.006347656,0.9697266,15.80225,15.99951,15.44678
11047,-20.476255,65.029831,68.784134,0.08496094,0.01269531,1.000977,15.80762,15.99951,15.46484
11049,-10.554179,71.504082,29.325676,0.1010742,0.01269531,1.008789,15.80762,15.99951,15.46484
11051,-23.675074,59.379227,41.622925,0.07324219,0.01269531,1.013184,15.80762,15.99951,15.46484
11053,-47.503384,72.787437,54.782127,0.05761719,0.02050781,0.9970703,15.80762,15.99951,15.46484
11055,30.628189,92.995529,-7.01058,0.05761719,-0.01025391,0.9697266,15.81006,15.99951,15.45459
11057,15.515218,51.889782,28.980894,0.05761719,-0.002441406,1.004883,15.81006,15.99951,15.45459
11059,-19.212053,51.219372,90.390511,0.04589844,0.03222656,0.9853516,15.81006,15.99951,15.45459
11061,-21.970314,82.939377,67.481621,0.06152344,0.04443359,0.9697266,15.81787,15.99951,15.45166
11064,-49.150677,87.785484,72.327728,0.09326172,-0.002441406,1.004883,15.81787,15.99951,15.45166
11066,-79.453239,103.894493,66.351501,0.01806641,0.004882813,1.004883,15.81787,15.99951,15.45166
11068,-25.45645,104.890533,66.370651,0.03808594,0.02050781,1.028809,15.79932,15.99951,15.45166
11070,-54.552273,59.494156,81.656013,0.03808594,0.02832031,1.01709,15.79932,15.99951,15.45166
11072,-53.288067,66.408958,78.572128,0.01416016,0.01660156,1.004883,15.79932,15.99951,15.45166
11074,-39.669155,53.42215,40.799274,0.02197266,0.04833984,1.004883,15.79932,15.99951,15.45166
11076,-51.334301,-14.921425,71.484932,0.06542969,0.01269531,1.032715,15.81543,15.99951,15.45459
11078,-4.750338,-58.862053,95.677177,0.03808594,0.01269531,1.024902,15.81543,15.99951,15.45459
11080,3.141353,-18.369251,52.004711,0.04589844,0.000976563,1.020996,15.81543,15.99951,15.45459
11082,8.88773,-24.115629,81.885872,0.04980469,0.01660156,1.040527,15.80225,15.99951,15.45703
11084,-8.408865,-45.549614,92.420898,0.06542969,0.000976563,1.01709,15.80225,15.99951,15.45703
11086,-5.899613,-38.213406,61.505386,0.03369141,0.000976563,1.013184,15.80225,15.99951,15.45703
11088,13.235822,-42.255024,98.014038,0.08105469,0.02050781,1.008789,15.80225,15.99951,15.45703
11090,-14.787343,-36.968357,101.097923,0.06542969,0.02832031,0.9931641,15.79688,15.99951,15.4624
11092,-55.0886,-31.375217,101.806641,0.05761719,0.02832031,1.008789,15.79688,15.99951,15.4624
11096,-7.795918,-17.947851,109.276932,0.05761719,0.04443359,1.024902,15.79688,15.99951,15.4624
11099,-50.223335,-29.459759,112.571526,0.06542969,0.03613281,0.9970703,15.80762,15.99951,15.45703
11101,-7.22128,3.888382,71.944641,0.02587891,0.03222656,1.008789,15.80762,15.99951,15.45703
11103,10.688261,-45.951862,77.882561,0.04980469,-0.006347656,0.9970703,15.80762,15.99951,15.45703
11105,13.963696,-45.243141,55.87394,0.02197266,0.01269531,1.028809,15.80762,15.99951,15.45703
11107,-31.815773,-45.798622,75.124298,0.05371094,0.008789063,1.020996,15.80762,15.99951,15.45703
11109,-24.307175,6.79988,78.303963,0.05371094,0.01660156,1.056152,15.80762,15.99951,15.45703
11111,-0.287319,-20.955122,59.149372,0.04199219,0.02832031,1.028809,15.80762,15.99951,15.45703
11113,-6.091159,7.297899,37.332294,0.05761719,0.02832031,1.044434,15.8125,15.99951,15.45459
11115,-11.167126,-52.081329,80.372658,0.06542969,0.02441406,1.032715,15.8125,15.99951,15.45459
11117,-5.305821,-64.704201,75.181763,0.04980469,0.01660156,1.040527,15.8125,15.99951,15.45459
11119,-17.909542,-51.257683,95.121689,0.03808594,0.03222656,1.036621,15.81006,15.99951,15.46484
11121,-28.693575,7.048889,87.632248,0.06542969,0.02832031,1.028809,15.81006,15.99951,15.46484
11123,1.436594,-33.214058,54.41819,0.06152344,0.02050781,1.036621,15.81006,15.99951,15.46484
11125,5.324976,-30.398335,45.20483,0.04589844,0.008789063,1.036621,15.81006,15.99951,15.46484
11127,-0.076618,-28.46372,36.297947,0.05761719,0.03222656,1.036621,15.8125,15.99951,15.46484
11129,47.292683,-63.30592,47.33099,0.06152344,0.008789063,1.056152,15.8125,15.99951,15.46484
11132,14.365942,-9.462367,67.251762,0.04589844,0.01660156,1.056152,15.8125,15.99951,15.46484
11134,4.961039,-6.742415,53.632851,0.03369141,0.03222656,1.020996,15.8208,15.99951,15.4624
11136,17.105049,-21.03174,44.898357,0.03369141,0.03222656,1.036621,15.8208,15.99951,15.4624
11138,11.741763,17.507296,64.531815,0.04589844,0.01269531,1.028809,15.8208,15.99951,15.4624
11140,-16.377174,0.670411,73.975021,0.02978516,-0.002441406,1.052246,15.8125,15.99951,15.45996
11142,-1.992077,-25.437296,72.902367,0.05761719,0.02832031,1.052246,15.8125,15.99951,15.45996
11144,-4.922729,-11.780072,80.985603,0.08935547,0.02832031,1.028809,15.8125,15.99951,15.45996
11146,15.630145,-44.974976,74.166573,0.06542969,0.04443359,1.032715,15.8125,15.99951,15.45996
11148,-1.666449,-22.851425,23.770845,0.06542969,0.004882813,1.032715,15.81543,15.99951,15.45703
11150,-31.202826,-36.853432,29.957779,0.06152344,0.01660156,1.052246,15.81543,15.99951,15.45703
11152,-31.911547,48.441956,12.316401,0.03808594,0.02050781,1.044434,15.81543,15.99951,15.45703
11154,-46.315796,58.689663,53.881859,0.04589844,0.008789063,1.060059,15.80225,15.99951,15.45459
11156,-94.719444,66.964447,44.18964,0.03808594,0.01269531,1.040527,15.80225,15.99951,15.45459
11158,-63.171837,94.374664,50.568115,0.06542969,0.02832031,1.032715,15.80225,15.99951,15.45459
11160,-61.332996,44.745121,44.668503,0.06152344,-0.01416016,1.044434,15.80225,15.99951,15.45459
11162,-93.819183,70.527199,77.633553,0.04589844,0.04833984,1.036621,15.80469,15.99951,15.4624
11165,-66.121643,79.031837,62.463116,0.04589844,-0.002441406,1.008789,15.80469,15.99951,15.4624
11167,-73.285461,48.82505,28.502029,0.08105469,0.01269531,1.024902,15.80469,15.99951,15.4624
11169,-79.874641,25.782078,46.449879,0.08105469,0.02050781,1.008789,15.81543,15.99951,15.46484
11171,-53.881859,9.194203,53.901016,0.08496094,0.004882813,1.036621,15.81543,15.99951,15.46484
11173,-47.752392,26.893044,40.416183,0.06152344,0.01269531,0.9892578,15.81543,15.99951,15.46484
11175,-64.934059,42.159252,25.264904,0.09716797,0.02832031,0.9892578,15.80762,15.99951,15.45166
11177,-75.315849,43.346836,61.35215,0.05371094,-0.01416016,1.024902,15.80762,15.99951,15.45166
11179,-42.772198,66.006714,25.70546,0.07714844,0.01269531,0.9775391,15.80762,15.99951,15.45166
11181,-52.770893,59.992176,12.048237,0.06933594,0.02050781,0.9775391,15.80762,15.99951,15.45166
11183,-81.177155,102.362129,55.701546,0.06542969,0.008789063,1.000977,15.80469,15.99951,15.46777
11185,0,0,0,0.06933594,0.01660156,0.9775391,15.80469,15.99951,15.46777
11187,-72.4235,42.867973,20.955122,0.1010742,0.01269531,1.000977,15.80469,15.99951,15.46777
11189,-42.944592,19.537682,28.502029,0.1088867,0.000976563,0.9614258,15.80225,15.99951,15.45703
11191,-44.687656,5.880459,70.105797,0.07714844,0.02050781,0.9658203,15.80225,15.99951,15.45703
11193,-2.79657,-28.578648,30.283405,0.1088867,0.02441406,1.004883,15.80225,15.99951,15.45703
11195,5.822995,-11.396981,61.371304,0.07714844,0.01269531,1.004883,15.80762,15.99951,15.45703
11198,39.860703,-30.915508,50.855434,0.07714844,0.01660156,1.000977,15.80762,15.99951,15.45703
11200,22.200169,-24.517876,42.963745,0.09326172,0.000976563,0.9814453,15.80762,15.99951,15.45703
11202,27.659227,-20.648647,50.79797,0.06933594,-0.006347656,0.9658203,15.80762,15.99951,15.45703
11204,18.790653,-19.86331,73.840942,0.07714844,0.01269531,0.9736328,15.79932,15.99951,15.45703
11206,-3.409517,-42.331642,85.908333,0.07714844,0.03613281,0.9614258,15.79932,15.99951,15.45703
11208,11.205435,-80.851524,88.436737,0.06542969,0.04052734,0.90625,15.79932,15.99951,15.45703
11210,-10.458405,-116.459908,80.774902,0.1010742,0.008789063,0.9223633,15.8125,15.99951,15.4624
11212,19.920773,-77.65271,52.043018,0.04589844,-0.002441406,0.9575195,15.8125,15.99951,15.4624
11214,3.332899,-60.930748,71.523239,0.05371094,0.008789063,0.9223633,15.8125,15.99951,15.4624
11216,-43.136135,-15.419445,84.26104,0.06933594,0.008789063,0.9418945,15.8125,15.99951,15.4624
11218,-23.675074,3.29459,42.369953,0.02978516,0.02050781,0.9736328,15.80225,15.99951,15.4624
11220,-40.377876,-27.486835,56.333649,0.06542969,0.03613281,0.9775391,15.80225,15.99951,15.4624
11222,-43.078671,-37.408913,41.412224,0.05371094,0.03222656,1.004883,15.80225,15.99951,15.4624
11224,1.647295,-62.156643,63.47831,0.04980469,0.05224609,0.9892578,15.80225,15.99951,15.4624
11226,-22.276787,-47.024517,63.6507,0.05371094,0.01660156,0.9697266,15.80225,15.99951,15.4624
11229,-57.138142,-28.521183,54.41819,0.04589844,0.01660156,0.9697266,15.80225,15.99951,15.4624
11232,-27.04628,-34.363335,55.816475,0.04589844,0.02441406,0.9892578,15.80469,15.99951,15.4624
11234,-40.56942,-17.947851,25.95447,0.05761719,0.008789063,0.9697266,15.80469,15.99951,15.4624
11236,3.562754,-92.689056,57.272224,0.04589844,-0.006347656,1.013184,15.80469,15.99951,15.4624
11238,-21.491449,-51.410919,57.846859,0.01806641,0.01660156,0.9970703,15.80469,15.99951,15.4624
11240,-58.88121,-41.986862,40.665195,0.006347656,0.01660156,0.9853516,15.80225,15.99951,15.45703
11242,-32.830967,-61.447922,54.073406,0.02978516,0.01269531,1.004883,15.80225,15.99951,15.45703
11244,-59.321766,-19.36529,31.988165,0.01416016,0.04443359,0.9775391,15.80225,15.99951,15.45703
11246,-59.072754,-1.398285,19.231209,0.04199219,0.01660156,1.008789,15.80225,15.99951,15.4624
11248,-15.40029,9.711377,32.122246,0.04980469,0.03222656,0.9892578,15.80225,15.99951,15.4624
11250,-33.999397,5.190894,39.496765,0.04199219,0.01660156,1.024902,15.80225,15.99951,15.4624
11252,-61.313843,-13.331594,57.751087,0.07324219,0.01660156,1.028809,15.80225,15.99951,15.4624
11254,-9.519831,-0.172391,55.203526,0.06152344,0.008789063,1.020996,15.81787,15.99951,15.46777
11256,-76.637512,-7.623527,45.051594,0.07714844,0.008789063,1.008789,15.81787,15.99951,15.46777
11258,-63.47831,7.700145,102.955917,0.05371094,0.000976563,1.000977,15.81787,15.99951,15.46777
11260,-85.486931,-1.934614,88.704903,0.04589844,0.01660156,0.9970703,15.8125,15.99951,15.45996
11262,-53.153988,-19.326981,110.675217,0.06542969,0.02441406,0.9970703,15.8125,15.99951,15.45996
11265,-51.391766,19.537682,57.195606,0.06152344,0.03613281,1.004883,15.8125,15.99951,15.45996
11267,-55.318455,30.206787,73.208839,0.05371094,0.01269531,0.9853516,15.80225,15.99951,15.45166
11269,-48.346184,25.41814,34.765579,0.04980469,-0.006347656,0.9931641,15.80225,15.99951,15.45166
11271,-63.938019,15.476909,48.844204,0.01416016,0.000976563,1.008789,15.80225,15.99951,15.45166
11273,-51.736546,9.577294,54.59058,0.04980469,0.004882813,0.9970703,15.80225,15.99951,15.45166
11275,-54.973671,0.076618,26.031088,0.02978516,0.008789063,0.9931641,15.81006,15.99951,15.45703
11277,-61.064831,-30.455797,47.924782,0.07324219,0.008789063,1.01709,15.81006,15.99951,15.45703
11279,-78.552971,-31.279446,59.436691,0.06933594,0.000976563,1.000977,15.81006,15.99951,15.45703
11281,-54.91621,-31.873238,99.527245,0.06933594,-0.002441406,0.9853516,15.81006,15.99951,15.46777
11283,-45.147369,10.305169,48.250412,0.07714844,0.05224609,1.000977,15.81006,15.99951,15.46777
11285,-55.280148,9.59645,56.506039,0.06152344,-0.01025391,1.020996,15.81006,15.99951,15.46777
11287,-68.439346,42.465725,49.361378,0.06542969,0.02050781,1.024902,15.81006,15.99951,15.46777
11289,-55.58662,75.277534,24.24971,0.09326172,0.02441406,1.008789,15.81006,15.99951,15.46777
11291,-34.344181,36.834274,50.79797,0.04589844,0.02050781,1.000977,15.81006,15.99951,15.46777
11293,-49.801933,10.860652,38.424107,0.04980469,0.02050781,0.9775391,15.81006,15.99951,15.46777
11295,-30.743116,-44.668503,115.09993,0.06933594,0.01660156,0.9931641,15.79688,15.99951,15.4624
11298,-30.896353,-21.721304,70.757057,0.06933594,0.02832031,0.9892578,15.79688,15.99951,15.4624
11300,-43.251064,-32.275482,79.204231,0.01806641,0.000976563,1.020996,15.79688,15.99951,15.4624
11302,-55.739857,-123.183167,111.786186,0.04980469,0.008789063,1.036621,15.80469,15.99951,15.45703
11304,-28.080627,-64.416885,66.562202,0.03369141,0.004882813,1.036621,15.80469,15.99951,15.45703
11306,-24.345484,-24.268866,41.910244,0.02587891,0.02441406,1.032715,15.80469,15.99951,15.45703
11308,-40.703503,2.202778,63.765629,0.02197266,0.03613281,1.064453,15.80469,15.99951,15.45703
11310,-28.827658,-60.68174,55.87394,0.01806641,0.04052734,1.028809,15.80469,15.99951,15.45996
11312,-39.305218,-46.105099,45.779469,0.03808594,0.02441406,0.9931641,15.80469,15.99951,15.45996
11314,-61.313843,-72.576736,61.639469,0.04589844,0.04443359,1.020996,15.80469,15.99951,15.45996
11316,-64.512657,-109.296089,82.766983,0.06152344,0.03222656,0.9892578,15.80469,15.99951,15.46484
11318,-42.657272,-99.661331,88.896454,0.07714844,0.03613281,0.9931641,15.80469,15.99951,15.46484
11320,-34.286716,-84.222733,72.825752,0.08496094,0.03222656,1.020996,15.80469,15.99951,15.46484
11322,-45.971016,-128.508148,109.755798,0.03369141,0.05615234,0.9970703,15.80225,15.99951,15.46484
11324,-36.393719,-66.294037,61.218067,0.05371094,0.07958984,1.024902,15.80225,15.99951,15.46484
11326,-55.58662,-63.095219,70.852829,0.04589844,0.07958984,1.024902,15.80225,15.99951,15.46484
11328,-62.616352,-101.557632,89.04969,0.04199219,0.07177734,0.9931641,15.80225,15.99951,15.46484
11331,-35.876545,-95.619713,96.156036,0.05371094,0.06005859,1.01709,15.80762,15.99951,15.47021
11333,-35.627537,-39.860703,70.41227,0.03808594,0.07958984,1.036621,15.80762,15.99951,15.47021
11335,-28.291328,-39.918163,95.083382,0.04980469,0.05615234,1.056152,15.80762,15.99951,15.47021
11337,-28.655266,33.30983,27.9657,0.07324219,0.09130859,1.076172,15.82324,15.99951,15.46777
11339,-45.338913,54.571426,27.237827,0.05761719,0.07568359,1.095703,15.82324,15.99951,15.46777
11341,-64.934059,-3.945845,36.910892,0.03808594,0.06787109,1.154785,15.82324,15.99951,15.46777
11343,-73.649399,-78.32312,69.205536,0.01806641,0.06787109,1.150879,15.82324,15.99951,15.46777
11345,-19.480217,-71.197609,76.177803,-0.000976563,0.02050781,1.194336,15.80762,15.99951,15.45996
11347,-44.687656,-27.237827,59.360073,0.006347656,0.04833984,1.241699,15.80762,15.99951,15.45996
11349,-26.62488,51.889782,55.26099,-0.004882813,0.05224609,1.233887,15.80762,15.99951,15.45996
11351,-61.658623,23.138744,82.556282,0.006347656,0.03613281,1.233887,15.80762,15.99951,15.45996
11353,-61.945942,-7.891691,85.372009,-0.02490234,0.06005859,1.22998,15.80762,15.99951,15.45996
11355,-46.756351,29.823696,66.294037,-0.02880859,0.08740234,1.300781,15.80762,15.99951,15.45996
11357,-52.866669,62.999447,48.671814,-0.008789063,0.06005859,1.22998,15.81006,15.99951,15.4624
11359,-16.492102,26.586571,51.29599,-0.01708984,0.08349609,1.198242,15.81006,15.99951,15.4624
11363,-35.589226,12.335556,64.340263,-0.008789063,0.04833984,1.22998,15.81006,15.99951,15.4624
11366,0.670411,122.397827,55.854782,-0.000976563,0.06787109,1.233887,15.81006,15.99951,15.4624
11368,-29.478914,16.185629,62.233261,-0.000976563,0.07958984,1.202148,15.80469,15.99951,15.4624
11370,-54.09256,0.70872,80.181114,0.006347656,0.07568359,1.198242,15.80469,15.99951,15.4624
11372,-4.405556,10.822343,76.158646,0.03369141,0.09521484,1.209961,15.80469,15.99951,15.4624
11374,-28.578648,18.15855,97.171234,0.04199219,0.09912109,1.226074,15.8208,15.99951,15.45996
11376,-38.577343,9.749686,95.715485,0.01025391,0.07958984,1.19043,15.8208,15.99951,15.45996
11378,-24.671112,22.142706,106.020653,0.02197266,0.07568359,1.218262,15.8208,15.99951,15.45996
11380,-6.378479,-10.803188,91.52063,0.04199219,0.06005859,1.249512,15.8208,15.99951,15.45996
11382,1.62814,-9.711377,79.721405,0.03369141,0.02832031,1.277344,15.8208,15.99951,15.46484
11384,28.71273,-23.291981,55.87394,0.02197266,0.04443359,1.296875,15.8208,15.99951,15.46484
11386,32.562801,-25.303213,61.428768,-0.000976563,0.01660156,1.289063,15.8208,15.99951,15.46484
11388,45.243141,5.324976,56.908287,0.04199219,0.02832031,1.277344,15.8125,15.99219,15.47314
11390,17.028431,-27.620918,77.67186,0.02978516,-0.01806641,1.26123,15.8125,15.99219,15.47314
11392,8.504638,-49.246449,60.566811,0.01025391,0.03222656,1.289063,15.8125,15.99219,15.47314
11394,22.468334,-34.497417,50.548962,0.02197266,0.02050781,1.277344,15.82861,15.99219,15.47021
11396,17.06674,-63.0186,55.203526,0.04199219,0.008789063,1.273438,15.82861,15.99219,15.47021
11399,19.518526,-18.714033,50.261642,0.04980469,0.000976563,1.209961,15.82861,15.99219,15.47021
11401,-7.278744,-38.155941,62.443962,0.07324219,-0.006347656,1.170898,15.82861,15.99219,15.47021
11403,-0.306473,-5.516522,63.516621,0.07324219,-0.002441406,1.163086,15.81787,15.97998,15.46777
11405,3.869227,-7.661836,75.20092,0.09716797,-0.02197266,1.150879,15.81787,15.97998,15.46777
11407,14.385097,-24.460411,66.428116,0.09716797,-0.01806641,1.111328,15.81787,15.97998,15.46777
11409,-2.030386,-23.042971,52.809204,0.112793,-0.01416016,1.146973,15.82324,15.9751,15.46777
11411,21.165821,-13.810459,61.67778,0.1049805,0.008789063,1.115723,15.82324,15.9751,15.46777
11413,82.422195,-20.840193,26.586571,0.1166992,0.008789063,1.068359,15.82324,15.9751,15.46777
11415,65.048988,-38.749733,37.351448,0.1088867,-0.006347656,1.028809,15.82324,15.9751,15.46777
11417,28.425411,-68.420197,87.364082,0.1010742,-0.01416016,1.000977,15.82324,15.9751,15.46777
11419,-11.320362,-42.06348,76.618355,0.1010742,0.02050781,0.9814453,15.82324,15.9751,15.46777
11421,5.650604,-55.337608,82.115723,0.08935547,0.01660156,0.9575195,15.82324,15.9751,15.46777
11423,0.91942,-64.436043,83.59063,0.08105469,0.04052734,0.90625,15.82861,15.95117,15.49121
11425,14.959735,-50.414879,67.539085,0.1166992,0.02832031,0.9223633,15.82861,15.95117,15.49121
11427,41.910244,-10.51587,58.05756,0.06152344,0.000976563,0.8432617,15.82861,15.95117,15.49121
11429,41.488842,24.632803,53.345531,0.06152344,0.008789063,0.831543,15.83398,15.93408,15.47559
11432,38.079323,-16.396328,76.369347,0.05371094,0.02050781,0.8115234,15.83398,15.93408,15.47559
11434,38.558189,-76.139496,80.334351,0.04589844,0.01269531,0.8393555,15.83398,15.93408,15.47559
11436,5.995387,-71.120995,76.311882,0.06152344,0.02832031,0.7685547,15.83398,15.93408,15.47559
11438,0.91942,-36.661884,73.706863,0.1049805,0.000976563,0.7011719,15.82568,15.92188,15.47559
11440,0.517174,-64.225342,82.671211,0.1245117,0.000976563,0.7050781,15.82568,15.92188,15.47559
11442,-24.862658,-26.663189,74.568817,0.15625,0.01269531,0.6855469,15.82568,15.92188,15.47559
11444,-22.468334,-27.161207,91.367393,0.140625,0.01269531,0.6699219,15.82861,15.91699,15.48877
11446,15.496063,-15.074662,78.725365,0.1323242,0.06396484,0.6342773,15.82861,15.91699,15.48877
11448,0.70872,-25.590532,75.564857,0.1362305,0.03613281,0.6303711,15.82861,15.91699,15.48877
11450,-3.639372,-35.397682,62.635509,0.1206055,0.03222656,0.6303711,15.82861,15.91211,15.49414
11452,5.305821,-72.480965,87.747177,0.07714844,0.04833984,0.6342773,15.82861,15.91211,15.49414
11454,11.301208,-72.002106,74.511353,0.08496094,0.06005859,0.5908203,15.82861,15.91211,15.49414
11456,11.18628,-59.187683,82.901062,0.1166992,0.05615234,0.5947266,15.82861,15.91211,15.49414
11458,17.660532,-46.200871,74.032486,0.07714844,0.07177734,0.5830078,15.83398,15.89014,15.48877
11460,31.662537,-52.349495,71.657318,0.1088867,0.04052734,0.5634766,15.83398,15.89014,15.48877
11462,16.56872,-23.502682,53.517925,0.1601563,0.07958984,0.527832,15.83398,15.89014,15.48877
11465,-5.114275,-45.587925,70.124954,0.1640625,0.08349609,0.5,15.83398,15.88037,15.49121
11467,-27.927391,-39.975628,110.924225,0.1679688,0.06005859,0.4765625,15.83398,15.88037,15.49121
11469,-14.078624,-20.974276,86.368042,0.1484375,0.03613281,0.4135742,15.83398,15.88037,15.49121
11471,11.358671,-32.275482,56.793358,0.1362305,0.04443359,0.4052734,15.83398,15.88037,15.49121
11473,23.981546,-32.064781,36.795967,0.1601563,0.07958984,0.4370117,15.83398,15.89502,15.49951
11475,30.379179,-12.220628,66.887825,0.1362305,0.05224609,0.440918,15.83398,15.89502,15.49951
11477,38.424107,-14.078624,45.913551,0.128418,0.09130859,0.4487305,15.83398,15.89502,15.49951
11479,20.878502,-32.96505,68.841599,0.08496094,0.1030273,0.46875,15.83398,15.89502,15.49951
11481,4.022464,-113.586716,101.959877,0.1088867,0.09521484,0.5039063,15.83398,15.89502,15.49951
11483,22.544952,-99.891182,64.436043,0.06152344,0.08740234,0.4960938,15.83398,15.89502,15.49951
11485,-2.566715,-48.82505,58.402344,0.05371094,0.1147461,0.5634766,15.83887,15.87305,15.50732
11487,16.721956,-42.542343,78.706207,0.04589844,0.07958984,0.5473633,15.83887,15.87305,15.50732
11489,-25.379831,-17.603067,69.377922,0.01806641,0.06005859,0.5751953,15.83887,15.87305,15.50732
11491,-17.641376,25.16913,71.523239,-0.008789063,0.06005859,0.543457,15.83887,15.87305,15.50732
11493,22.41087,3.122198,59.187683,-0.04833984,0.06396484,0.5791016,15.8418,15.87305,15.49658
11496,-16.511257,32.371258,60.547657,-0.03271484,0.06396484,0.5791016,15.8418,15.87305,15.49658
11499,-40.780121,-46.143406,91.041763,-0.03271484,0.06396484,0.5947266,15.8418,15.87305,15.49658
11501,16.798574,-35.876545,85.92749,0.006347656,0.06005859,0.5673828,15.84961,15.87793,15.50195
11503,-24.862658,-3.313744,87.459854,-0.01318359,0.07568359,0.6147461,15.84961,15.87793,15.50195
11505,-6.570024,6.742415,62.807899,-0.04833984,0.06787109,0.6025391,15.84961,15.87793,15.50195
11507,10.860652,-45.683697,104.047729,-0.03271484,0.08349609,0.5830078,15.84961,15.87793,15.50195
11509,39.11367,-44.821739,65.527847,-0.05615234,0.03222656,0.5986328,15.8418,15.87549,15.49658
11511,27.084589,-29.517223,37.447224,-0.05224609,0.05224609,0.5869141,15.8418,15.87549,15.49658
11513,29.498068,-32.390411,65.297997,-0.08398438,0.05224609,0.6103516,15.8418,15.87549,15.49658
11515,82.441353,-48.939976,66.025871,-0.07226563,0.06005859,0.6264648,15.84424,15.88525,15.49658
11517,56.314495,-40.301258,47.311836,-0.05615234,0.09521484,0.6538086,15.84424,15.88525,15.49658
11519,33.597149,-45.434685,56.237877,-0.08789063,0.1420898,0.6816406,15.84424,15.88525,15.49658
11521,12.546256,-57.38715,83.073456,-0.06445313,0.1147461,0.6972656,15.85742,15.8877,15.48633
11523,-21.261595,-20.208092,67.558235,-0.05224609,0.09521484,0.6616211,15.85742,15.8877,15.48633
11525,16.243092,-77.940025,91.654709,-0.04052734,0.07568359,0.6577148,15.85742,15.8877,15.48633
11527,-20.514566,-54.724663,65.14476,-0.05224609,0.09521484,0.6616211,15.85742,15.8877,15.48633
11529,-14.844807,-46.469036,102.132271,-0.08007813,0.1108398,0.6699219,15.84424,15.90234,15.48877
11532,-20.323019,38.653961,76.082031,-0.1035156,0.07958984,0.6616211,15.84424,15.90234,15.48877
11534,35.819084,-2.279396,39.764927,-0.1313477,0.08740234,0.6777344,15.84424,15.90234,15.48877
11536,56.122948,16.262247,39.975628,-0.1352539,0.09130859,0.6894531,15.86523,15.90479,15.47559
11538,2.681643,-35.110363,64.033791,-0.1469727,0.1069336,0.7172852,15.86523,15.90479,15.47559
11540,23.770845,-20.744421,63.80394,-0.1469727,0.1186523,0.8076172,15.86523,15.90479,15.47559
11542,53.92017,-16.798574,88.992226,-0.1826172,0.1381836,0.8076172,15.85742,15.90723,15.48096
11544,23.272827,-0.823647,60.911594,-0.1547852,0.1420898,0.8037109,15.85742,15.90723,15.48096
11546,21.03174,-47.503384,80.315193,-0.1748047,0.1108398,0.8710938,15.85742,15.90723,15.48096
11548,47.943939,-121.401787,83.456551,-0.1826172,0.1381836,0.831543,15.85742,15.90723,15.48096
11550,33.405605,-51.62162,32.237175,-0.1943359,0.09912109,0.8076172,15.87305,15.9292,15.47314
11552,71.389153,-32.562801,46.392418,-0.1943359,0.1264648,0.8198242,15.87305,15.9292,15.47314
11554,71.312538,-10.400942,30.858044,-0.1748047,0.07958984,0.815918,15.87305,15.9292,15.47314
11556,74.377274,-35.531765,42.963745,-0.1391602,0.1147461,0.7998047,15.87598,15.92432,15.47559
11558,58.976982,-91.405701,59.379227,-0.1469727,0.1186523,0.847168,15.87598,15.92432,15.47559
11560,76.771599,-91.731331,79.434082,-0.1391602,0.1420898,0.8393555,15.87598,15.92432,15.47559
11562,5.38244,-60.317802,63.593239,-0.1547852,0.1108398,0.8237305,15.87598,15.92432,15.47559
11565,16.14732,-69.148071,85.486931,-0.1469727,0.1147461,0.8198242,15.88379,15.93408,15.47021
11567,30.379179,-94.604515,65.14476,-0.1313477,0.09521484,0.8276367,15.88379,15.93408,15.47021
11569,27.697536,-80.564201,67.883865,-0.1508789,0.1030273,0.8588867,15.88379,15.93408,15.47021
11571,26.395025,-77.461159,62.635509,-0.1547852,0.1108398,0.8945313,15.87061,15.94629,15.46777
11573,-2.08785,-31.892391,56.697586,-0.1074219,0.1264648,0.9262695,15.87061,15.94629,15.46777
11575,-10.381787,27.486835,67.424156,-0.1547852,0.1342773,0.9931641,15.87061,15.94629,15.46777
11577,4.980193,-50.606426,35.704155,-0.1113281,0.1655273,1.064453,15.87842,15.96533,15.45703
11579,21.089203,-16.358019,47.771545,-0.08007813,0.2207031,1.099609,15.87842,15.96533,15.45703
11581,23.847464,33.63546,33.290676,-0.2573242,0.02441406,1.150879,15.87842,15.96533,15.45703
11583,3.371208,-33.980244,44.208794,-0.1547852,0.1186523,1.186523,15.87842,15.96533,15.45703
11585,36.757656,-32.256329,58.842899,-0.1035156,0.1933594,1.202148,15.88916,15.97754,15.45996
